Max_1,Max_2,Max_3,Max_4,Max_5,Max_6,Max_7,Max_8,Time_1,Time_2,Time_3,Time_4,Time_5,Time_6,Time_7,Time_8,Min_1,Min_2,Min_3,Min_4,Min_5,Min_6,Min_7,Min_8,RMS_1,RMS_2,RMS_3,RMS_4,RMS_5,RMS_6,RMS_7,RMS_8,Kurtosis_1,Kurtosis_2,Kurtosis_3,Kurtosis_4,Kurtosis_5,Kurtosis_6,Kurtosis_7,Kurtosis_8,Skew_1,Skew_2,Skew_3,Skew_4,Skew_5,Skew_6,Skew_7,Skew_8,Entropy_1,Entropy_2,Entropy_3,Entropy_4,Entropy_5,Entropy_6,Entropy_7,Entropy_8
9.5528,7.8143,8.0249,10.507,9.4393,8.8591,8.0372,12.552,41,8,20,48,15,111,111,169,-11.299000000000001,-11.325999999999999,-7.7845,-7.9534,-10.627,-7.7555,-9.6925,-9.4913,3.725,3.4712,3.5069,3.225,3.6633,3.3649,3.5043,3.5449,3.116,2.9252,2.4524,3.4228,3.0899,2.6838,2.9744,4.5482,0.038464,-0.074425,-0.22476,0.28579,-0.15425,0.035274,-0.22588000000000003,0.57994,6.5657,6.556,6.7435,6.4218,6.466,6.6216,6.5031,6.235
10.187000000000001,11.030999999999999,9.825,10.251,7.9802,9.6384,11.692,8.5437,130,58,15,26,95,184,66,43,-10.931,-11.206,-12.005999999999998,-10.073,-10.363,-9.0578,-10.261,-10.234,3.5060000000000002,3.4929,3.6099,3.4969,3.4792,3.4067,3.6784,3.5734,3.2639,2.9524,3.0035,3.2574,2.7208,2.9278,3.1532,2.6896,-0.011479999999999999,0.017224,-0.052949,-0.052573,0.017401,-0.10767,0.097703,-0.10048,6.3662,6.3175,6.4016,6.5211,6.5446,6.4448,6.3787,6.636
8.9715,10.696,9.5494,9.0654,10.392000000000001,9.0704,7.5659,10.897,60,84,64,66,22,57,166,95,-9.3719,-11.633,-9.5662,-9.0444,-8.1003,-13.901,-11.763,-12.235999999999999,3.6855,3.5273,3.5919,3.5565,3.4995,3.5908,3.4521,3.7819,2.6668,3.1529,3.0036,2.5668,2.6843,3.3995,2.9719,3.713,-0.15712,-0.09675399999999999,-0.12767,0.09654,0.15448,-0.18463,-0.17131,-0.054336,6.5754,6.4358,6.5906,6.6058,6.5941,6.4013,6.4703,6.3101
11.43,8.1402,11.411,10.753,9.0453,8.8771,11.884,9.4829,181,93,7,99,155,78,132,160,-10.843,-9.2963,-13.364,-11.216,-7.2804,-10.1,-12.42,-14.209000000000001,3.7174,3.4098,3.6521,3.6336,3.2738,3.6534,3.9379,3.6494,3.0294,2.8857,3.6489,3.3173,2.9122,2.7573,3.5486,3.9376,0.042102,-0.25468,-0.024821,-0.040378,0.087859,-0.20784,0.14277,-0.078743,6.3957,6.6981,6.3337,6.459,6.5611,6.6062,6.3965,6.2989999999999995
9.872,11.824000000000002,7.7564,11.283,9.2908,8.8552,10.921,9.9294,73,164,114,58,180,54,36,88,-8.9135,-10.35,-11.470999999999998,-10.446,-8.2981,-10.675999999999998,-7.4948,-8.8081,3.6843,3.8154,3.7443,3.6032,3.4560000000000004,3.5533,3.4571,3.6604,2.6647,3.1456,2.8556,3.2663,2.8181,2.9271,2.9647,2.7959,0.063675,0.12714,-0.24578000000000003,-0.10740999999999999,0.14831,-0.10314000000000001,0.040852,-0.054783000000000005,6.6335,6.449,6.5487,6.3568,6.5403,6.4523,6.4647,6.5803
10.142999999999999,8.4646,7.8647,9.8595,8.6644,10.555,9.9181,8.3667,84,22,59,111,58,137,200,128,-10.827,-9.4548,-10.235,-10.675,-9.1037,-10.470999999999998,-9.2064,-9.0961,3.6391,3.5026,3.6729,3.8103,3.3397,3.7085,3.4981,3.2838,2.971,2.8767,2.8525,2.8255,2.7407,2.8052,3.4119,2.8108,-0.13282,-0.24309,-0.10669000000000001,-0.11815,0.021096,0.13612,0.12907000000000002,-0.16039,6.4655,6.5841,6.6241,6.4499,6.5341,6.4821,6.4818,6.5082
8.9484,10.606,8.4359,9.9061,9.4615,8.6724,8.7454,11.039000000000001,58,127,188,21,58,147,12,198,-8.3533,-9.8374,-8.8695,-10.097999999999999,-8.982999999999999,-10.177,-8.8031,-10.04,3.2301,3.3946,3.4343,3.4259,3.7031,3.2233,3.3471,3.6359,2.8834,2.9392,2.7338,3.0902,2.5615,3.1783,2.6079,2.9764,0.00010646,0.094014,-0.035248,-0.072034,-0.052213999999999997,-0.032316000000000004,-0.10284000000000001,0.18363,6.5382,6.3811,6.5503,6.4791,6.6152,6.4241,6.6167,6.5079
11.895,8.676,11.565,8.0789,11.228,9.1493,9.5769,8.861,3,37,17,148,75,100,189,180,-9.661,-8.4523,-7.5194,-9.8134,-9.4429,-7.8815,-9.6498,-19.241,3.7082,3.3746,3.6705,3.6384,3.7114,3.6715,3.6795,4.1286,2.9605,2.5316,2.6771,2.4894,3.12,2.4779,2.7653,4.4811,0.20684,0.017817,0.31829,-0.07355700000000001,0.032125,0.15045999999999998,0.18854,-0.54259,6.425,6.5867,6.5241,6.6169,6.3478,6.646,6.5599,6.3269
8.8339,10.883,9.913,8.7547,9.1157,9.4721,9.7192,12.079,147,109,94,93,42,68,73,50,-9.333,-9.8919,-12.023,-9.59,-8.0991,-10.552,-12.522,-8.6065,3.3386,3.2416,3.8652,3.6229,3.5277,3.5571,3.8069,3.5231,3.0342,3.4133,3.0651,2.7389,2.4824,2.8011,3.6586,3.4041,-0.025032,0.15743,-0.212,-0.1597,0.14752,-0.013015,-0.21131999999999998,0.39225,6.4277,6.3436,6.4821,6.5616,6.648,6.5228,6.4698,6.3632
9.2033,10.324000000000002,8.2265,11.015,7.2811,11.597000000000001,9.8234,7.9603,58,195,98,97,125,172,168,192,-10.104,-9.1562,-9.3094,-8.5426,-8.863,-9.7214,-10.477,-9.5938,3.8561,3.7383,3.5514,3.7546,3.5324,3.6322,3.532,3.3942,2.6553,2.7204,2.6861,2.6584,2.3082,2.8280000000000003,3.1497,2.5625,-0.03223,0.13416,-0.11073,0.076111,0.049157,0.006296199999999999,-0.06091799999999999,-0.25137,6.574,6.558,6.6679,6.5908,6.7892,6.4647,6.5706,6.3955
8.6608,9.3237,9.7359,9.5277,9.9022,12.439,10.31,10.885,190,151,143,59,173,193,13,87,-10.655999999999999,-10.121,-8.1487,-9.5106,-9.7385,-9.4447,-9.3734,-9.851,3.6191,3.3971,3.6474,3.4691,3.3241,3.7083,3.9094,3.8907,2.9344,3.023,2.5269,2.8183,3.3835,2.9451,2.7551,2.7343,-0.018087,-0.14307999999999998,0.2145,0.12997,0.24679,0.15558,-0.031228,-0.013619,6.5211,6.5323,6.6467,6.481,6.3773,6.396,6.5379,6.5
11.422,7.6286,7.8479,12.769,8.3065,7.8917,10.718,9.1116,162,179,39,58,106,174,102,79,-9.7055,-8.1255,-8.8655,-9.7735,-9.3997,-9.9743,-7.9356,-9.7957,3.7583,3.5115,3.565,3.8031,3.4021,3.3648,3.6039999999999996,3.4729,3.0485,2.468,2.455,2.7914,2.5948,2.8385,2.7822,2.727,0.15274000000000001,-0.37067,-0.07292799999999999,-0.1556,0.14107999999999998,-0.047875,0.20765999999999998,-0.031736,6.4594,6.7187,6.6636,6.3423,6.4322,6.4826,6.5382,6.5165
9.3785,12.151,11.001,9.9224,10.079,10.027999999999999,10.600999999999999,11.435,11,12,173,138,103,135,153,200,-11.056,-10.722000000000001,-7.228,-8.6271,-8.1821,-9.6206,-14.61,-7.6212,3.6586,3.8356,3.4472,3.4595,3.3685,3.4157,3.822,3.8519,2.7612,3.4523,2.8876,2.9423,2.7084,3.1095,3.8581,2.5948,0.036969999999999996,0.099289,0.13174,0.3107,0.23249,0.13527999999999998,-0.22149000000000002,0.29623,6.479,6.3611,6.5816,6.4823,6.5574,6.4144,6.2431,6.5899
9.0488,8.6054,9.9523,12.635,8.0912,10.412,8.8532,10.064,128,164,171,135,155,45,198,178,-11.202,-9.2327,-10.885,-8.4525,-13.297,-7.9957,-12.869000000000002,-11.918,3.7089,3.5653,3.7326,3.8636,3.7391,3.7363,3.7510000000000003,3.5418,2.8322,2.7934,2.852,3.094,3.2341,2.4853,3.112,3.5586,-0.07570199999999999,-0.12811,-0.056357000000000004,0.29834,-0.19969,0.12365999999999999,-0.071042,-0.073269,6.5836,6.5928,6.5297,6.5536,6.4283,6.7003,6.457999999999999,6.2664
9.4866,9.0164,9.2081,12.175,8.5496,10.517999999999999,6.8917,8.5225,154,195,135,188,192,17,140,98,-8.3892,-8.4949,-8.8308,-10.884,-10.7,-10.729000000000001,-11.466,-8.711,3.2734,3.2849,3.4239,3.6127,3.7485,3.8275,3.1789,3.7973,2.6866,2.9304,2.6649,3.6172,2.8485,3.0782,3.0936,2.5980000000000003,-0.088508,0.11188,-0.030561,-0.061755,-0.27063000000000004,0.063173,-0.27688,-0.16921,6.5355,6.5705,6.5331,6.3534,6.5165,6.4448,6.497999999999999,6.6293
7.7031,10.898,10.602,11.607999999999999,7.5667,11.012,9.2131,10.379000000000001,101,102,160,40,73,145,68,134,-9.965,-9.0428,-10.92,-8.7809,-10.418,-9.8931,-9.1486,-11.651,3.438,3.5246,3.6906,3.6707,3.8209,3.7236,3.6591,3.8331,3.1046,3.0132,3.4659,2.9863,2.4647,2.7429,2.8967,2.991,-0.30996,0.19962,-0.13395,0.18282,0.034691,0.01431,-0.11144000000000001,-0.11339,6.4467,6.4539,6.4599,6.4836,6.5987,6.5208,6.5946,6.5031
8.252,9.3897,10.377,8.7927,8.8079,8.1902,10.112,9.1662,11,13,58,118,140,175,101,49,-8.8752,-12.293,-11.755,-10.408,-14.013,-10.604000000000001,-9.4497,-8.4932,3.5051,3.6146,3.4682,3.4697,3.7396,3.3471,3.6114,3.6148,2.7009,3.1329,3.4002,3.0722,3.3099,3.0886,3.1208,2.8149,-0.021471,-0.16264,-0.10759,-0.13051,-0.3509,-0.21919,0.22834000000000002,0.083011,6.632999999999999,6.426,6.3785,6.4842,6.3513,6.5116,6.4916,6.5862
9.572000000000001,8.4576,8.6181,11.135,9.7574,11.36,8.2997,11.597999999999999,133,98,40,106,173,46,200,100,-10.025,-11.151,-10.244000000000002,-10.745,-8.318,-9.5343,-9.5658,-9.5107,3.6014,3.5578,3.8658,3.6069999999999998,3.5355,3.52,3.4746,3.7039999999999997,2.9584,3.2644,2.8933,3.1180000000000003,2.7133,3.2118,2.815,2.907,-0.039473,-0.059123,0.18950999999999998,-0.013866999999999999,0.034892,0.030757,-0.0022105000000000002,0.14015,6.5547,6.4443,6.6093,6.4318,6.692,6.4545,6.6921,6.4093
10.793,9.7297,10.07,10.468,8.6181,7.5537,7.5274,9.9921,25,76,59,160,167,24,106,32,-10.544,-10.892000000000001,-8.7162,-10.019,-10.995999999999999,-10.779000000000002,-9.4565,-8.0548,3.4006,3.3666,3.5868,3.7053,3.6161,3.5439999999999996,3.6768,3.4593,3.5893,3.3779,3.0344,3.1202,3.2971,2.6824,2.6228,2.7774,0.11032,0.026579000000000002,0.23661999999999997,0.33134,-0.37193000000000004,-0.11119000000000001,-0.34243,0.036746,6.4178,6.4736,6.495,6.4893,6.5446,6.4942,6.6536,6.6398
10.482000000000001,8.3603,10.835999999999999,8.7045,11.251,9.5893,10.782,9.1277,67,86,123,70,160,186,166,97,-7.8641,-9.1947,-12.157,-8.0593,-8.7156,-10.321,-13.824000000000002,-8.3343,3.5791,3.3109,3.6487,3.2727,3.7146,3.5623,3.7889,3.4143,2.8251,2.6386,3.6593,2.595,2.6697,2.7419,3.4794,2.6764,0.19602999999999998,-0.088193,0.12255999999999999,0.047044,-0.04127,0.21909,-0.030741,0.0019971,6.6131,6.5767,6.3964,6.5318,6.456,6.5272,6.2362,6.5377
