Max_1,Max_2,Max_3,Max_4,Max_5,Max_6,Max_7,Max_8,Time_1,Time_2,Time_3,Time_4,Time_5,Time_6,Time_7,Time_8,Min_1,Min_2,Min_3,Min_4,Min_5,Min_6,Min_7,Min_8,RMS_1,RMS_2,RMS_3,RMS_4,RMS_5,RMS_6,RMS_7,RMS_8,Kurtosis_1,Kurtosis_2,Kurtosis_3,Kurtosis_4,Kurtosis_5,Kurtosis_6,Kurtosis_7,Kurtosis_8,Skew_1,Skew_2,Skew_3,Skew_4,Skew_5,Skew_6,Skew_7,Skew_8,Entropy_1,Entropy_2,Entropy_3,Entropy_4,Entropy_5,Entropy_6,Entropy_7,Entropy_8
16.991,17.829,21.27,17.164,16.788,15.285,20.526,16.12,120,138,13,30,25,82,180,144,-18.561,-19.754,-16.096,-15.148,-16.235,-15.366,-20.366,-21.275,6.2929,6.2201,5.8686,6.0371,6.3242,6.4178,6.7886,6.0555,3.23,3.1676,3.2388,3.0346,2.7184,2.4685,3.3974,4.3095,-0.18779,0.19995,0.33194,0.023819999999999997,-0.015995,0.008628100000000001,-0.1401,-0.45246000000000003,6.188,6.0683,5.9065,6.3046,6.4094,6.3936,6.1865,5.9911
15.915,14.472999999999999,15.043,18.378,17.654,22.085,12.017000000000001,21.984,2,91,64,125,142,46,148,155,-15.085,-18.945999999999998,-20.31,-21.114,-15.755999999999998,-20.525,-11.864,-15.022,6.5299,5.8198,6.2626,6.2167,6.7976,6.9338,5.523,6.3459,2.4994,3.4708,3.0357,3.7481,2.6207,3.1847,2.2554,2.9879,0.035406,-0.35204,-0.08538,0.078898,0.078007,-0.098452,0.11922,0.14655,6.5224,6.2201,6.1399,6.1641,6.4096,6.1175,6.4655,6.1792
17.305,22.541,20.191,17.735,16.230999999999998,18.237000000000002,19.417,17.083,18,136,72,48,187,126,50,58,-22.348000000000003,-15.37,-14.460999999999999,-15.317,-17.137,-14.94,-19.246,-21.399,6.4918,6.0123,6.0396,5.6697,5.8276,6.0135,6.3435,6.2127,3.3739999999999997,3.6582,2.9975,3.0807,2.9298,2.6174,2.9934,3.5346,-0.11144000000000001,0.29064,0.079411,0.08367999999999999,-0.10684,-0.013105,-0.08376499999999999,-0.08485,6.0835,6.0192,6.1807,6.1305,6.2031,6.2219,6.1501,6.0646
13.155999999999999,22.631999999999998,16.65,14.856,18.39,23.006999999999998,15.164000000000001,19.957,98,67,131,7,110,137,141,99,-17.517,-20.978,-16.66,-15.445,-16.395,-14.765,-18.291,-16.134,6.0089,6.9526,6.2173,6.1186,6.566,6.5519,6.2584,6.2322,3.0369,3.2896,2.7822,2.5271,2.8514,3.6766,2.8488,3.1932,-0.43475,-0.047051,0.037088,0.019315,0.077773,0.52264,-0.19138,0.30207,6.3062,6.1153,6.2282,6.364,6.2566,6.1717,6.2472,6.1917
14.809000000000001,19.172,14.692,18.175,16.492,15.39,15.235,16.145,70,126,184,10,72,61,51,137,-16.993,-15.543,-16.051,-17.055,-16.298,-14.729000000000001,-20.105,-15.045,6.1697,6.4699,6.0182,6.4935,6.2431,6.2308,6.4331,6.2331,2.6029,3.1146,2.4879,2.5989,2.7110000000000003,2.5601,2.9360000000000004,2.9498,-0.09477000000000001,0.14920999999999998,0.066373,0.0013034000000000001,0.0010297000000000001,-0.005465,-0.068655,0.3055,6.3437,6.278,6.3292,6.3024,6.3554,6.4783,6.3096,6.3481
14.960999999999999,14.647,20.157,16.163,14.995,15.277000000000001,14.767999999999999,16.337,144,192,151,150,110,8,42,54,-17.291,-17.316,-15.027999999999999,-17.315,-16.543,-15.293,-21.747,-14.155,5.8933,6.7398,6.2123,6.5051,6.4429,6.2963,6.8784,5.9731,2.9073,2.5565,2.9231,2.8516,2.8704,2.4452,2.7938,3.0437,-0.010606,-0.25401,0.077824,0.12032999999999999,0.042010000000000006,-0.049774,-0.15136,0.26465,6.2667,6.4578,6.2463,6.2978,6.3057,6.4298,6.2923,6.303
17.992,16.639,17.242,16.697,19.135,18.548,17.195999999999998,23.059,40,127,34,179,145,26,16,37,-14.574000000000002,-18.363,-15.627,-12.885,-16.152,-22.750999999999998,-19.658,-18.575,6.5743,6.2187,6.3471,6.4104,6.4677,6.376,6.5976,6.965,2.4901,3.0907,3.0082,2.7986,3.0332,3.3111,3.071,3.3799,0.19411,-0.027979,0.2379,0.18027,0.26966,-0.084813,-0.13284,0.1378,6.2606,6.2235,6.2353,6.3818,6.2302,6.1702,6.1835,6.1725
16.819000000000003,16.285,17.14,16.976,19.609,13.855,21.086,15.921,175,150,28,168,47,132,149,37,-16.598,-17.406,-17.697,-20.712,-16.051,-16.392,-22.066999999999997,-24.197,6.4052,6.4141,6.2864,6.8333,6.2106,5.9226,6.2316,6.441,3.3005,2.5766,3.0584,3.261,3.0155,2.8553,4.2027,3.2924,-0.14876,-0.049088,0.13591,-0.16052,0.3488,-0.18508,-0.21108000000000002,-0.20867,6.2205,6.3855,6.2246,6.2554,6.1366,6.251,5.9283,5.997000000000001
18.676,14.640999999999998,15.775,22.843000000000004,19.673,15.617,19.958,21.265,138,166,10,172,200,24,156,105,-15.274000000000001,-19.959,-15.555,-16.71,-18.368,-17.015,-17.141,-26.586,6.6507,6.3452,6.4879999999999995,6.477,6.8283,6.0781,6.3653,6.86,3.0182,2.7889,2.4512,3.1595,2.7504,2.9069,3.1891,3.7762,0.20410999999999999,-0.18511,-0.15965,0.031224000000000002,-0.18498,-0.33698,0.11093,-0.22399000000000002,6.2486,6.1593,6.3586,6.1743,6.2473,6.2885,6.1867,5.943
17.507,15.341,17.208,18.384,15.22,16.699,12.460999999999999,17.208,64,10,12,159,4,67,104,155,-13.932,-17.605,-16.273,-17.284000000000002,-17.412,-16.408,-16.625,-18.588,5.9961,6.0205,6.5396,6.0944,6.2873,6.7619,5.5634,6.412000000000001,2.8799,2.9348,2.835,3.157,2.7479,2.3622,2.8048,3.2318,0.27597,0.1643,0.14189000000000002,0.21529,-0.004932199999999999,0.10304,-0.057115,-0.17732,6.1911,6.2467,6.3109,6.0906,6.2858,6.3593,6.3245,6.1684
